date,Volume,Open,Close
2010-09-13,5412000,1.392667055,1.381332994
2010-09-14,9820500,1.369333029,1.407999992
2010-09-15,10269000,1.398666978,1.465332985
2010-09-16,40267500,1.476667047,1.396000028
2010-09-17,17977500,1.401332974,1.348667026
2010-09-20,14212500,1.378000021,1.404000044
2010-09-21,11940000,1.392667055,1.384667039
2010-09-22,14443500,1.391332984,1.324666977
2010-09-23,10021500,1.325999975,1.30400002
2010-09-24,8683500,1.330000043,1.340000033
2010-09-27,6279000,1.360000014,1.368667006
2010-09-28,18217500,1.402667046,1.426666975
2010-09-29,29539500,1.412667036,1.465332985
2010-09-30,32937000,1.466667056,1.36066699
2010-10-01,8965500,1.379333019,1.373332977
2010-10-04,9654000,1.361999989,1.399333
2010-10-05,4980000,1.409999967,1.407999992
2010-10-06,4701000,1.404000044,1.363999963
2010-10-07,2115000,1.371333003,1.361999989
2010-10-08,4017000,1.361999989,1.361999989
2010-10-11,2568000,1.362666965,1.349333048
2010-10-12,3660000,1.346667051,1.349333048
2010-10-13,4773000,1.376000047,1.369333029
2010-10-14,4422000,1.399999976,1.383332968
2010-10-15,4270500,1.392667055,1.369333029
2010-10-18,2442000,1.368000031,1.348667026
2010-10-19,3678000,1.346667051,1.336666942
2010-10-20,4687500,1.343999982,1.376667023
2010-10-21,6256500,1.373999953,1.383332968
2010-10-22,2416500,1.378666997,1.381332994
2010-10-25,1777500,1.396000028,1.389999986
2010-10-26,9913500,1.386667013,1.424000025
2010-10-27,5347500,1.416666985,1.399999976
2010-10-28,3363000,1.425999999,1.412667036
2010-10-29,4209000,1.409332991,1.45599997
2010-11-01,6837000,1.462666988,1.427332997
2010-11-02,4837500,1.445333004,1.416666985
2010-11-03,5589000,1.418666959,1.451333046
2010-11-04,28110000,1.506667018,1.659999967
2010-11-05,15165000,1.657999992,1.629333019
2010-11-08,7642500,1.633332968,1.665333033
2010-11-09,14346000,1.666666985,1.64199996
2010-11-10,45907500,1.631999969,1.957332969
2010-11-11,29179500,1.906666994,1.869333029
2010-11-12,40936500,1.883332968,1.989333034
2010-11-15,39343500,2.014667034,2.053333044
2010-11-16,20214000,2.06666708,1.978000045
2010-11-17,11250000,2.013333082,1.965999961
2010-11-18,14341500,2.044667006,1.99266696
2010-11-19,17257500,2.010667086,2.065999985
2010-11-22,22945500,2.104666948,2.226666927
2010-11-23,23667000,2.219332933,2.304666996
2010-11-24,21375000,2.351332903,2.364666939
2010-11-26,5259000,2.373332977,2.354666948
2010-11-29,17184000,2.36066699,2.288666964
2010-11-30,33339000,2.249332905,2.35533309
2010-12-01,19488000,2.391333103,2.289999962
2010-12-02,30105000,2.267333031,2.156666994
2010-12-03,17401500,2.134000063,2.099333048
2010-12-06,19116000,2.089999914,2.020667076
2010-12-07,19669500,2.032666922,2.104000092
2010-12-08,9900000,2.165333033,2.157999992
2010-12-09,6090000,2.167332888,2.136667013
2010-12-10,6441000,2.136667013,2.101332903
2010-12-13,6156000,2.109333038,2.036667109
2010-12-14,26485500,2.019332886,1.90199995
2010-12-15,11143500,1.911332965,1.973333001
2010-12-16,11851500,2.0,2.053999901
2010-12-17,12195000,2.089333057,2.090667009
2010-12-20,7851000,2.109333038,2.113332987
2010-12-21,11665500,2.119999886,2.150666952
2010-12-22,12499500,2.150000095,2.175333023
2010-12-23,23289000,2.084000111,2.006000042
2010-12-27,139528500,1.868000031,1.70333302
2010-12-28,60844500,1.723333001,1.760666966
2010-12-29,49788000,1.802000046,1.848667026
2010-12-30,30616500,1.846667051,1.766667008
2010-12-31,21268500,1.771332979,1.775333047
2011-01-03,19245000,1.789332986,1.774667025
2011-01-04,17811000,1.777333021,1.777999997
2011-01-05,21700500,1.765333056,1.788666964
2011-01-06,30918000,1.788666964,1.858667016
2011-01-07,33718500,1.866667032,1.882666945
2011-01-10,20140500,1.878000021,1.896667004
2011-01-11,25653000,1.906000018,1.797333002
2011-01-12,14466000,1.800667048,1.797333002
2011-01-13,10854000,1.797333002,1.748000026
2011-01-14,17880000,1.743332982,1.716667056
2011-01-18,24325500,1.698667049,1.709332943
2011-01-19,35572500,1.684666991,1.601999998
2011-01-20,34198500,1.601999998,1.508000016
2011-01-21,18255000,1.54133296,1.536000013
2011-01-24,24676500,1.568667054,1.632666945
2011-01-25,19072500,1.643332958,1.645333052
2011-01-26,16198500,1.647333026,1.649999976
2011-01-27,13435500,1.649333,1.661332965
2011-01-28,15726000,1.658666968,1.600667
2011-01-31,12454500,1.603332996,1.606667042
2011-02-01,10617000,1.620666981,1.593999982
2011-02-02,8542500,1.61066699,1.595999956
2011-02-03,7680000,1.588000059,1.575332999
2011-02-04,8160000,1.562667012,1.56400001
2011-02-07,13426500,1.550667048,1.537999988
2011-02-08,52573500,1.58533299,1.632666945
2011-02-09,39534000,1.608667016,1.547333002
2011-02-10,12541500,1.550667048,1.547999978
2011-02-11,9517500,1.549999952,1.549999952
2011-02-14,19246500,1.575999975,1.538666964
2011-02-15,14305500,1.534000039,1.52266705
2011-02-16,61726500,1.539999962,1.648666978
2011-02-17,39276000,1.64199996,1.573333025
2011-02-18,35560500,1.555333018,1.545333028
2011-02-22,30969000,1.525333047,1.457999945
2011-02-23,24084000,1.478667021,1.455332994
2011-02-24,15829500,1.452000022,1.501999974
2011-02-25,20194500,1.520666957,1.574000001
2011-02-28,15768000,1.582666993,1.592666984
2011-03-01,16596000,1.603332996,1.595999956
2011-03-02,9949500,1.588000059,1.601333022
2011-03-03,9603000,1.631999969,1.623999953
2011-03-04,23701500,1.631999969,1.663333058
2011-03-07,30504000,1.661999941,1.662667036
2011-03-08,20998500,1.639999986,1.644000053
2011-03-09,13872000,1.644000053,1.648000002
2011-03-10,15255000,1.629333019,1.600667
2011-03-11,13962000,1.590000033,1.604666948
2011-03-14,17490000,1.588000059,1.549999952
2011-03-15,19782000,1.480000019,1.529999971
2011-03-16,17545500,1.524000049,1.521332979
2011-03-17,13839000,1.549332976,1.520666957
2011-03-18,10318500,1.546000004,1.530666947
2011-03-21,6175500,1.536666989,1.515333056
2011-03-22,8743500,1.515333056,1.479333043
2011-03-23,6342000,1.473999977,1.480666995
2011-03-24,6933000,1.475999951,1.488667011
2011-03-25,8520000,1.495332956,1.516667008
2011-03-28,15871500,1.513332963,1.549999952
2011-03-29,11331000,1.553333044,1.594666958
2011-03-30,18349500,1.607332945,1.580667019
2011-03-31,172767000,1.769999981,1.850000024
2011-04-01,42972000,1.830000043,1.777333021
2011-04-04,39139500,1.788666964,1.722000003
2011-04-05,47713500,1.726667047,1.779999971
2011-04-06,19324500,1.799332976,1.766000032
2011-04-07,42154500,1.789999962,1.815999985
2011-04-08,29196000,1.838667035,1.766000032
2011-04-11,20541000,1.764667034,1.684666991
2011-04-12,20361000,1.672000051,1.643332958
2011-04-13,18172500,1.675333023,1.661999941
2011-04-14,14751000,1.657999992,1.675999999
2011-04-15,14152500,1.710000038,1.705332994
2011-04-18,15508500,1.675333023,1.668666959
2011-04-19,8230500,1.684000015,1.677332997
2011-04-20,12558000,1.713333011,1.716667056
2011-04-21,20791500,1.723333001,1.782667041
2011-04-25,12013500,1.779999971,1.759333014
2011-04-26,21000000,1.777333021,1.795333028
2011-04-27,14953500,1.795333028,1.805333018
2011-04-28,24000000,1.804666996,1.843999982
2011-04-29,10890000,1.845999956,1.840000033
2011-05-02,11769000,1.840000033,1.830000043
2011-05-03,13708500,1.825332999,1.79133296
2011-05-04,15667500,1.785333037,1.779332995
2011-05-05,18277500,1.813333035,1.762666941
2011-05-06,14725500,1.793333054,1.807999969
2011-05-09,13746000,1.799999952,1.86066699
2011-05-10,23029500,1.882666945,1.888666987
2011-05-11,14437500,1.879999995,1.804666996
2011-05-12,9420000,1.804666996,1.844666958
2011-05-13,9922500,1.866667032,1.836666942
2011-05-16,11335500,1.866000056,1.773332953
2011-05-17,18513000,1.799999952,1.730666995
2011-05-18,10942500,1.74000001,1.756667018
2011-05-19,39826500,1.802000046,1.879999995
2011-05-20,12637500,1.883999944,1.864667058
2011-05-23,12954000,1.841333032,1.787999988
2011-05-24,9205500,1.801332951,1.78133297
2011-05-25,70396500,1.793333054,1.932000041
2011-05-26,50053500,1.921332955,1.965332985
2011-05-27,25306500,1.969333053,1.970000029
2011-05-31,49357500,1.979333043,2.009332895
2011-06-01,22948500,2.0,1.901332974
2011-06-02,14794500,1.901332974,1.917333007
2011-06-03,93138000,1.996667027,2.008666992
2011-06-06,34966500,2.006666899,1.913333058
2011-06-07,18331500,1.929332972,1.891332984
2011-06-08,25438500,1.896000028,1.807999969
2011-06-09,24048000,1.828667045,1.841333032
2011-06-10,23499000,1.834666967,1.857332945
2011-06-13,25701000,1.871333003,1.895333052
2011-06-14,23601000,1.902667046,1.906666994
2011-06-15,20175000,1.896000028,1.821333051
2011-06-16,27633000,1.844666958,1.766667008
2011-06-17,25710000,1.79133296,1.766667008
2011-06-20,23067000,1.75266695,1.733999968
2011-06-21,22440000,1.749333024,1.83533299
2011-06-22,22134000,1.824666977,1.81400001
2011-06-23,17550000,1.813333035,1.847332954
2011-06-24,54127500,1.842666984,1.838000059
2011-06-27,27141000,1.848667026,1.830667019
2011-06-28,13338000,1.852666974,1.873999953
2011-06-29,21927000,1.899999976,1.886000037
2011-06-30,14200500,1.899999976,1.942000031
2011-07-01,12823500,1.937999964,1.934666991
2011-07-05,14940000,1.934666991,1.942667007
2011-07-06,13903500,1.942667007,1.930667043
2011-07-07,19918500,1.942667007,1.981999993
2011-07-08,18609000,1.99266696,1.920667052
2011-07-11,14637000,1.893332958,1.889999986
2011-07-12,15681000,1.891332984,1.878000021
2011-07-13,15990000,1.895333052,1.909332991
2011-07-14,17385000,1.90199995,1.840667009
2011-07-15,10635000,1.852666974,1.838667035
2011-07-18,12778500,1.822667003,1.815333009
2011-07-19,15391500,1.838667035,1.859333038
2011-07-20,45724500,1.866667032,1.912667036
2011-07-21,15172500,1.927332997,1.913333058
2011-07-22,8752500,1.913333058,1.952666998
2011-07-25,10099500,1.934000015,1.899333
2011-07-26,11409000,1.887333035,1.866667032
2011-07-27,14377500,1.899999976,1.842666984
2011-07-28,14080500,1.840000033,1.878000021
2011-07-29,14223000,1.853332996,1.878000021
2011-08-01,17473500,1.911332965,1.917999983
2011-08-02,23241000,1.912667036,1.822667003
2011-08-03,26917500,1.833333015,1.813333035
2011-08-04,45967500,1.767333031,1.649999976
2011-08-05,29466000,1.666000009,1.616000056
2011-08-08,39127500,1.539999962,1.575999975
2011-08-09,20001000,1.610000014,1.670667052
2011-08-10,23463000,1.69599998,1.588000059
2011-08-11,12547500,1.602666974,1.686666965
2011-08-12,15136500,1.706666946,1.753999949
2011-08-15,11079000,1.774667025,1.748667002
2011-08-16,8065500,1.741999984,1.74000001
2011-08-17,9655500,1.759333014,1.722000003
2011-08-18,15849000,1.666666985,1.617333055
2011-08-19,20629500,1.590667009,1.486667037
2011-08-22,14791500,1.540667057,1.463333011
2011-08-23,13035000,1.462000012,1.530666947
2011-08-24,10264500,1.539999962,1.591333032
2011-08-25,10197000,1.591333032,1.540667057
2011-08-26,11427000,1.514000058,1.582000017
2011-08-29,12051000,1.614667058,1.647333026
2011-08-30,5493000,1.633332968,1.64199996
2011-08-31,12357000,1.653332949,1.649333
2011-09-01,12721500,1.644000053,1.600000024
2011-09-02,11548500,1.577332973,1.537999988
2011-09-06,12147000,1.5,1.529332995
2011-09-07,6888000,1.559332967,1.589333057
2011-09-08,7585500,1.572000027,1.574000001
2011-09-09,10039500,1.557999969,1.53133297
2011-09-12,8499000,1.5,1.525333047
2011-09-13,10897500,1.534000039,1.605332971
2011-09-14,12462000,1.616667032,1.622666955
2011-09-15,8439000,1.638666987,1.65466702
2011-09-16,21256500,1.65199995,1.720000029
2011-09-19,17361000,1.663333058,1.718000054
2011-09-20,17706000,1.731999993,1.733999968
2011-09-21,14814000,1.730000019,1.723333001
2011-09-22,11637000,1.709332943,1.70866704
2011-09-23,17346000,1.699332952,1.758666992
2011-09-26,14022000,1.768000007,1.701333046
2011-09-27,10117500,1.733332992,1.746000051
2011-09-28,10849500,1.733332992,1.63933301
2011-09-29,13944000,1.714666963,1.60800004
2011-09-30,20041500,1.653332949,1.626000047
2011-10-03,15348000,1.663333058,1.582000017
2011-10-04,18004500,1.552667022,1.577332973
2011-10-05,18442500,1.601999998,1.691333055
2011-10-06,26536500,1.691333055,1.797333002
2011-10-07,19674000,1.798666954,1.799332976
2011-10-10,13852500,1.820667028,1.858667016
2011-10-11,8635500,1.833999991,1.840667009
2011-10-12,16851000,1.816666961,1.853332996
2011-10-13,15652500,1.842000008,1.862666965
2011-10-14,21007500,1.866667032,1.870000005
2011-10-17,11317500,1.857332945,1.827999949
2011-10-18,14995500,1.820000052,1.88933301
2011-10-19,11893500,1.868000031,1.838000059
2011-10-20,14995500,1.829332948,1.822667003
2011-10-21,17139000,1.826666951,1.868667006
2011-10-24,14109000,1.85800004,1.903332949
2011-10-25,9816000,1.881999969,1.883332968
2011-10-26,7657500,1.879333019,1.865332961
2011-10-27,13041000,1.88933301,1.917333007
2011-10-28,18960000,1.899999976,1.991333008
2011-10-31,17010000,1.966667056,1.957999945
2011-11-01,9528000,1.892667055,1.925333023
2011-11-02,13129500,1.933333039,1.914000034
2011-11-03,37645500,2.0,2.164000034
2011-11-04,45493500,2.097332954,2.154000044
2011-11-07,18994500,2.109333038,2.084666967
2011-11-08,17518500,2.091332912,2.122667074
2011-11-09,14305500,2.058000088,2.058666945
2011-11-10,11209500,2.062666893,2.088666916
2011-11-11,58024500,2.126667023,2.24266696
2011-11-14,19885500,2.200000048,2.214667082
2011-11-15,13365000,2.194667101,2.262000084
2011-11-16,27498000,2.232000113,2.329333067
2011-11-17,20239500,2.299999952,2.245332956
2011-11-18,13542000,2.24266696,2.17333293
2011-11-21,15474000,2.162667036,2.117332935
2011-11-22,10989000,2.117332935,2.138000011
2011-11-23,6777000,2.117332935,2.096667051
2011-11-25,3594000,2.103332996,2.11066699
2011-11-28,10218000,2.133332968,2.170666933
2011-11-29,8866500,2.165999889,2.116667032
2011-11-30,11404500,2.166666985,2.182667017
2011-12-01,15453000,2.171333075,2.17333293
2011-12-02,12042000,2.188667059,2.220000029
2011-12-05,17401500,2.235332966,2.294667006
2011-12-06,14277000,2.279999971,2.324666977
2011-12-07,10114500,2.308666945,2.279333115
2011-12-08,49587000,2.055999994,2.059333086
2011-12-09,18592500,2.036000013,2.069333076
2011-12-12,11380500,2.029333115,2.027333021
2011-12-13,14911500,2.038000107,1.963333011
2011-12-14,17458500,1.966667056,1.90199995
2011-12-15,10504500,1.911332965,1.907999992
2011-12-16,15445500,1.919332981,1.866667032
2011-12-19,14805000,1.872666955,1.850000024
2011-12-20,12649500,1.870000005,1.860000014
2011-12-21,25582500,1.86066699,1.838000059
2011-12-22,15141000,1.840000033,1.851333022
2011-12-23,8871000,1.866667032,1.860000014
2011-12-27,11662500,1.843999982,1.90466702
2011-12-28,8628000,1.932667017,1.900666952
2011-12-29,7323000,1.906000018,1.915333033
2011-12-30,5097000,1.899333,1.904000044
2012-01-03,13921500,1.929332972,1.871999979
2012-01-04,9451500,1.880666971,1.847332954
2012-01-05,15082500,1.850667,1.807999969
2012-01-06,14794500,1.813333035,1.79400003
2012-01-09,13455000,1.799999952,1.816666961
2012-01-10,10077000,1.829332948,1.841333032
2012-01-11,10084500,1.841333032,1.881999969
2012-01-12,10939500,1.898666978,1.883332968
2012-01-13,82506000,1.893332958,1.519333005
2012-01-17,69774000,1.774667025,1.773332953
2012-01-18,18903000,1.779332995,1.787333012
2012-01-19,18694500,1.812667012,1.784000039
2012-01-20,9934500,1.793333054,1.773332953
2012-01-23,8919000,1.787333012,1.784667015
2012-01-24,12870000,1.775333047,1.827999949
2012-01-25,9168000,1.817999959,1.864667058
2012-01-26,19066500,1.871333003,1.929332972
2012-01-27,11226000,1.899999976,1.955332994
2012-01-30,10935000,1.965999961,1.971333027
2012-01-31,14346000,1.993332982,1.937999964
2012-02-01,7848000,1.937999964,1.972000003
2012-02-02,12085500,1.981333017,2.016666889
2012-02-03,11467500,2.027333021,2.07666707
2012-02-06,9781500,2.073333025,2.119999886
2012-02-07,15324000,2.119999886,2.106667042
2012-02-08,9355500,2.106667042,2.128667116
2012-02-09,19156500,2.133332968,2.171999931
2012-02-10,28113000,2.150666952,2.073333025
2012-02-13,17368500,2.103332996,2.099333048
2012-02-14,27162000,2.115999937,2.211333036
2012-02-15,41427000,2.206666946,2.24000001
2012-02-16,33295500,2.233333111,2.278666973
2012-02-17,20650500,2.266000032,2.331332922
2012-02-21,17037000,2.324666977,2.299999952
2012-02-22,24819000,2.299999952,2.28133297
2012-02-23,12306000,2.266000032,2.302000046
2012-02-24,14398500,2.282000065,2.25
2012-02-27,9090000,2.227333069,2.241333008
2012-02-28,9183000,2.24266696,2.253999949
2012-02-29,8035500,2.253999949,2.227333069
2012-03-01,10552500,2.233999968,2.29399991
2012-03-02,8250000,2.293333054,2.269332886
2012-03-05,7005000,2.289999962,2.251332998
2012-03-06,8607000,2.216666937,2.207333088
2012-03-07,5473500,2.207999945,2.207999945
2012-03-08,9499500,2.207333088,2.204667091
2012-03-09,23301000,2.213332891,2.315999985
2012-03-12,29449500,2.312666893,2.400666952
2012-03-13,15024000,2.434000015,2.405999899
2012-03-14,12772500,2.400000095,2.352667093
2012-03-15,8574000,2.351999998,2.333333015
2012-03-16,10939500,2.32666707,2.354666948
2012-03-19,15234000,2.350667,2.332000017
2012-03-20,8505000,2.332000017,2.330667019
2012-03-21,9108000,2.329333067,2.343333006
2012-03-22,7836000,2.331332922,2.293333054
2012-03-23,17559000,2.28399992,2.272000074
2012-03-26,47107500,2.372667074,2.493333101
2012-03-27,38088000,2.477333069,2.529333115
2012-03-28,14325000,2.518666983,2.523333073
2012-03-29,11946000,2.546000004,2.488667011
2012-03-30,13296000,2.501332998,2.482666969
2012-04-02,15429000,2.488667011,2.438667059
2012-04-03,16471500,2.446666956,2.53399992
2012-04-04,67227000,2.351332903,2.333333015
2012-04-05,22641000,2.339999914,2.298666954
2012-04-09,24835500,2.273333073,2.210000038
2012-04-10,27715500,2.210000038,2.164000034
2012-04-11,16582500,2.21600008,2.20600009
2012-04-12,15508500,2.251332998,2.229332924
2012-04-13,9744000,2.262666941,2.239332914
2012-04-16,16494000,2.227333069,2.150000095
2012-04-17,16732500,2.161999941,2.149333
2012-04-18,12346500,2.13933301,2.177333117
2012-04-19,11623500,2.18333292,2.210666895
2012-04-20,12327000,2.209332943,2.210666895
2012-04-23,13362000,2.190666914,2.129333019
2012-04-24,10117500,2.121332884,2.121332884
2012-04-25,10683000,2.138000011,2.194000006
2012-04-26,6379500,2.197333097,2.232666969
2012-04-27,8865000,2.24000001,2.222666979
2012-04-30,6208500,2.217999935,2.20866704
2012-05-01,9885000,2.20866704,2.252000093
2012-05-02,7459500,2.233333111,2.262666941
2012-05-03,12619500,2.260667086,2.164000034
2012-05-04,18712500,2.154666901,2.121999979
2012-05-07,17370000,2.130666971,2.164666891
2012-05-08,46458000,2.166666985,2.012666941
2012-05-09,29218500,2.019999981,2.003999949
2012-05-10,83344500,2.197999954,2.197333097
2012-05-11,18319500,2.165999889,2.150000095
2012-05-14,20713500,2.128000021,2.003999949
2012-05-15,23785500,2.017333031,1.962000012
2012-05-16,18856500,1.972000003,1.945333004
2012-05-17,17235000,1.95333302,1.90466702
2012-05-18,24247500,1.891332984,1.837332964
2012-05-21,22128000,1.838667035,1.917999983
2012-05-22,35493000,2.006666899,2.053333044
2012-05-23,18306000,2.037333012,2.068000078
2012-05-24,16134000,2.083333015,2.018666983
2012-05-25,11355000,2.010667086,1.987333059
2012-05-29,24750000,2.000667095,2.112667084
2012-05-30,19608000,2.072000027,2.027333021
2012-05-31,16780500,2.004667044,1.966667056
2012-06-01,13287000,1.90199995,1.876667023
2012-06-04,15463500,1.868667006,1.858667016
2012-06-05,9463500,1.855999947,1.86066699
2012-06-06,13648500,1.879999995,1.947999954
2012-06-07,7381500,1.987333059,1.928666949
2012-06-08,13216500,1.924000025,2.005332947
2012-06-11,9540000,2.020667076,1.941333055
2012-06-12,8535000,1.948667049,1.97733295
2012-06-13,12661500,1.970000029,1.984666944
2012-06-14,13083000,2.012000084,1.959332943
2012-06-15,9702000,1.959332943,1.993999958
2012-06-18,18852000,1.996000051,2.122667074
2012-06-19,13666500,2.13466692,2.13933301
2012-06-20,51336000,2.233333111,2.252000093
2012-06-21,28378500,2.28399992,2.145999908
2012-06-22,45699000,2.17333293,2.25266695
2012-06-25,22477500,2.262666941,2.207333088
2012-06-26,39208500,2.136667013,2.107332945
2012-06-27,15708000,2.126667023,2.130666971
2012-06-28,13711500,2.126667023,2.094000101
2012-06-29,16887000,2.186666965,2.085999966
2012-07-02,19734000,2.089999914,2.026667118
2012-07-03,14205000,2.039999962,2.04399991
2012-07-05,18807000,2.053999901,2.082000017
2012-07-06,11767500,2.065999985,2.065999985
2012-07-09,13657500,2.062666893,2.099333048
2012-07-10,11376000,2.102667093,2.084666967
2012-07-11,9579000,2.104666948,2.100667
2012-07-12,16885500,2.085999966,2.180000067
2012-07-13,19572000,2.197999954,2.283333063
2012-07-16,26160000,2.288000107,2.397332907
2012-07-17,38539500,2.333333015,2.223332882
2012-07-18,43228500,2.094666958,2.143332958
2012-07-19,21538500,2.181333065,2.151333094
2012-07-20,23527500,2.138000011,2.119333029
2012-07-23,20802000,2.069999933,2.04399991
2012-07-24,22504500,2.04399991,1.989333034
2012-07-25,42633000,1.994667053,1.929999948
2012-07-26,33934500,1.993332982,1.875332952
2012-07-27,25095000,1.914000034,1.967332959
2012-07-30,30978000,1.967332959,1.823333025
2012-07-31,23626500,1.835999966,1.827999949
2012-08-01,23884500,1.866000056,1.75
2012-08-02,19576500,1.789332986,1.74000001
2012-08-03,18142500,1.793333054,1.817999959
2012-08-06,22923000,1.836666942,1.884667039
2012-08-07,35808000,1.917999983,2.016666889
2012-08-08,19633500,1.993332982,1.939332962
2012-08-09,10089000,1.968000054,1.960667014
2012-08-10,10611000,1.953999996,1.996000051
2012-08-13,13051500,1.979333043,2.078000069
2012-08-14,11901000,2.049999952,1.961333036
2012-08-15,7881000,1.959332943,1.960000038
2012-08-16,10035000,1.96866703,2.019999981
2012-08-17,7623000,2.019332886,2.000667095
2012-08-20,17686500,2.00999999,1.967332959
2012-08-21,11424000,1.972000003,1.940667033
2012-08-22,11632500,1.934000015,1.996667027
2012-08-23,22065000,2.0,2.048666954
2012-08-24,21441000,2.003999949,1.966667056
2012-08-27,20256000,1.971333027,1.888000011
2012-08-28,21040500,1.893332958,1.912667036
2012-08-29,12583500,1.899333,1.894000053
2012-08-30,9846000,1.906666994,1.894000053
2012-08-31,8097000,1.907333016,1.901332974
2012-09-04,11287500,1.901332974,1.876000047
2012-09-05,9589500,1.867333055,1.862666965
2012-09-06,12625500,1.866667032,1.903332949
2012-09-07,14298000,1.903332949,1.956666946
2012-09-10,22249500,1.946666956,1.824666977
2012-09-11,15223500,1.850667,1.853332996
2012-09-12,17178000,1.860000014,1.885332942
2012-09-13,22270500,1.90466702,1.965332985
2012-09-14,23049000,2.0,2.026000023
2012-09-17,48192000,2.156666994,2.169332981
2012-09-18,26827500,2.125333071,2.089333057
2012-09-19,15727500,2.06666708,2.069999933
2012-09-20,13686000,2.062000036,2.059999943
2012-09-21,28050000,2.073333025,2.001332998
2012-09-24,19528500,1.967332959,2.04399991
2012-09-25,85206000,1.907999992,1.843999982
2012-09-26,22908000,1.843999982,1.835999966
2012-09-27,26379000,1.854666948,1.899333
2012-09-28,65151000,1.915333033,1.952000022
2012-10-01,13266000,1.966667056,1.944000006
2012-10-02,10935000,1.952000022,1.986667037
2012-10-03,15792000,1.983332992,1.95333302
2012-10-04,23119500,2.0,1.960000038
2012-10-05,14079000,1.980000019,1.925999999
2012-10-08,13345500,1.924000025,1.950000048
2012-10-09,17895000,1.941333055,1.891332984
2012-10-10,7554000,1.892667055,1.893332958
2012-10-11,6759000,1.929332972,1.888000011
2012-10-12,14814000,1.888000011,1.842666984
2012-10-15,22030500,1.868000031,1.822000027
2012-10-16,7189500,1.844666958,1.870666981
2012-10-17,10020000,1.883332968,1.921332955
2012-10-18,11115000,1.932667017,1.869333029
2012-10-19,15411000,1.855332971,1.849333048
2012-10-22,7053000,1.866000056,1.856667042
2012-10-23,11235000,1.825332999,1.892667055
2012-10-24,15246000,1.901332974,1.827999949
2012-10-25,8665500,1.853332996,1.834666967
2012-10-26,7161000,1.83533299,1.825332999
2012-10-31,11628000,1.846667051,1.875332952
2012-11-01,15361500,1.883332968,1.950000048
2012-11-02,15454500,1.951333046,1.927999973
2012-11-05,30733500,1.986667037,2.099999905
2012-11-06,34860000,2.040667057,2.07666707
2012-11-07,25717500,2.06666708,2.102667093
2012-11-08,19110000,2.067332983,2.087332964
2012-11-09,12945000,2.039999962,2.021332979
2012-11-12,8338500,2.019332886,2.071332932
2012-11-13,14974500,2.085999966,2.107332945
2012-11-14,13069500,2.130666971,2.092000008
2012-11-15,14760000,2.086667061,2.054666996
2012-11-16,13630500,2.07666707,2.122667074
2012-11-19,20886000,2.138000011,2.194667101
2012-11-20,13837500,2.186666965,2.200000048
2012-11-21,14448000,2.174000025,2.164666891
2012-11-23,6454500,2.17333293,2.14199996
2012-11-26,7437000,2.140000105,2.151333094
2012-11-27,13662000,2.14199996,2.143332958
